CountryID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
643,Russia,3891,3810,3325,3106,2770,2714,2668,2761,1852,1343,1787,2118,2396,3005,4142,5370,6971,9161,11708,8614,10732,14277,15350,15916,14265,9422,8845,10867,11394
646,Rwanda,334,256,286,296,192,211,221,279,277,242,219,203,199,216,241,292,349,412,510,550,575,638,695,705,723,728,726,763,773
659,Saint Kitts and Nevis,5397,5462,5950,6412,7092,7451,7862,8734,8859,9313,9553,10273,10641,10261,10942,11678,13613,14427,15591,15388,15509,16538,16045,16685,18052,18029,18812,19155,19275
662,Saint Lucia,3369,3574,3921,3878,3994,4204,4415,4437,4803,4993,4991,4666,4654,5020,5471,5724,6860,7640,7568,7429,8044,8238,8152,8359,8744,9262,9452,10040,10566
882,Samoa,708,701,733,730,1208,1185,1325,1435,1339,1360,1362,1404,1540,1864,2216,2486,2562,3636,3683,3332,3722,4060,3995,4006,4062,4066,4224,4221,4250
674,San Marino,34491,35872,37437,32732,34981,39330,44721,41704,44282,46341,41540,43206,46037,57956,67102,69139,72908,82745,90419,76672,68505,64872,56085,57292,55993,42643,43796,45399,48473
678,Sao Tome and Principe,952,838,724,941,965,749,961,644,499,525,509,499,550,641,685,801,832,877,1099,1068,1095,1264,1341,1577,1725,1545,1661,1765,1948
682,Saudi Arabia,7236,7873,7922,7476,7411,7680,8325,8540,7419,8008,9171,8685,8695,9610,11185,13792,15385,16517,20078,16113,19263,23746,25244,24845,24464,20628,19879,20802,23217
686,Senegal,1067,999,1063,930,606,726,735,662,696,727,618,629,671,842,961,1016,1064,1249,1443,1340,1319,1427,1373,1394,1395,1218,1270,1358,1502
688,Serbia,4242,3840,2767,1970,2051,2208,2309,2191,1977,1503,1249,1635,2149,2832,3331,3528,4130,5458,6702,5821,5412,6421,5657,6352,6199,5237,5756,6267,7209
690,Seychelles,6311,6332,7212,7656,7731,8011,7777,8681,9297,9407,9221,9055,9966,9863,9604,10368,11353,11474,10693,9333,10628,11085,11441,14220,14255,14503,14916,15590,16378
694,Sierra Leone,204,243,212,240,286,274,296,265,208,203,188,229,252,266,267,292,323,360,408,391,402,448,566,717,715,592,527,499,536
702,Singapore,12911,14663,16301,18345,21599,24927,26497,26695,22200,21818,23787,21899,22401,23492,27336,29870,33572,39309,40251,38740,46075,52553,54309,55954,56692,54765,55992,58983,62721
534,Sint Maarten,11285,11793,12335,13142,14157,14690,15523,16215,16622,16736,17343,17764,18102,18684,19151,21175,22673,24174,25572,25530,26238,26700,27202,27218,27213,26682,26271,25166,23367
703,Slovakia,3186,2222,2407,2583,2979,3728,4021,4065,4230,3857,3837,3965,4594,6293,7987,9082,10591,14273,17916,16486,16687,18303,17436,18209,18636,16274,16472,17526,19431
705,Slovenia,9063,6603,6533,6627,7542,10724,10814,10448,11142,11426,10208,10504,11820,14908,17292,18148,19715,23857,27461,24764,23570,25114,22636,23461,24150,20804,21527,23388,26005
90,Solomon Islands,667,687,790,833,916,1015,1091,1075,917,947,820,789,629,703,793,914,979,1195,1266,1239,1363,1607,1755,1814,1832,1756,1822,1885,1947
706,Somalia,138,84,80,136,153,150,164,187,234,223,231,142,128,155,196,222,222,224,228,106,91,92,120,135,123,105,101,103,100
710,South Africa,3171,3321,3516,3428,3487,3752,3494,3550,3154,3082,3032,2666,2502,3751,4834,5384,5602,6096,5761,5863,7329,8007,7502,6829,6429,5731,5272,6122,6369
728,South Sudan,493,431,449,452,418,440,279,332,345,329,391,457,512,587,712,914,1144,1461,1767,1307,1576,1759,953,1299,1498,1233,626,698,748
724,Spain,13686,14686,16008,13283,13378,15447,16102,14740,15403,15689,14620,15181,16828,21257,24641,26199,28154,32403,35280,31889,30273,31407,28150,28867,29274,25607,26420,28138,30406
144,Sri Lanka,542,603,642,683,766,838,899,968,1000,988,1019,971,1027,1124,1220,1429,1643,1866,2332,2392,2800,3201,3333,3597,3817,3855,3920,4166,4190
670,St. Vincent and the Grenadines,2179,2328,2555,2610,2662,2890,3049,3218,3481,3620,3676,3988,4273,4448,4810,5071,5626,6307,6416,6232,6293,6242,6390,6640,6685,6921,7075,7213,7361
275,State of Palestine,921,952,1125,1159,1208,1333,1322,1392,1441,1456,1423,1286,1119,1226,1313,1433,1460,1548,1896,2043,2387,2696,2878,3119,3159,3085,3323,3397,3347
729,Sudan,493,431,449,452,418,440,279,332,345,329,391,457,512,587,712,914,1144,1461,1468,1439,1583,1932,1721,1725,2056,2158,2250,3039,1208
740,Suriname,1856,1933,1949,1829,1900,1911,2350,2485,2942,2401,2456,2142,2777,3193,3658,4391,5198,5744,6832,7409,8256,8263,9201,9402,9472,8562,5539,5627,6004
752,Sweden,30313,31534,32462,24147,25832,30034,32707,30036,30315,30687,29424,27087,29744,37119,42558,43121,46198,53255,55802,46721,52750,60501,57732,60786,59868,51577,52434,54574,55767
756,Switzerland,38791,38863,40014,38485,42178,48978,46901,40534,41603,40748,38082,38811,41745,48557,53820,55328,57778,63676,72725,70196,74761,88476,83422,84907,86422,81939,80109,80412,82709
760,Syrian Arab Republic,897,971,1095,1147,888,944,1026,1066,1120,1112,1198,1253,1275,1198,1377,1547,1737,2026,2543,2552,2830,3192,2292,1380,1235,1061,709,771,981
762,Tajikistan,537,505,360,303,240,211,176,154,217,176,138,171,190,238,312,341,409,527,716,676,750,847,969,1055,1119,929,803,806,827
764,Thailand,1564,1769,1999,2209,2491,2847,3044,2468,1846,2033,2008,1893,2096,2359,2660,2894,3370,3973,4380,4213,5076,5492,5861,6168,5952,5840,5979,6578,7274
626,Timor-Leste,275,308,380,426,469,519,598,552,626,430,497,574,553,574,1110,1823,2615,2780,4161,2978,3657,5095,5880,4888,3442,2585,2053,2001,2036
768,Togo,545,526,540,403,306,393,418,413,378,367,302,293,327,396,413,406,408,449,544,538,534,586,572,621,640,570,597,602,655
776,Tonga,1705,2050,2020,1990,2031,2118,2289,2203,1951,2004,1932,1694,1832,2082,2375,2592,2868,2973,3308,3140,3595,4328,4533,4316,4439,3973,4167,4828,4886
780,Trinidad,4161,4330,4410,3690,3970,4261,4592,4567,4803,5402,6453,6958,7072,8832,10321,12360,14140,16585,21260,14555,16702,19085,19157,20144,20271,18290,16177,16238,17130
788,Tunisia,1640,1695,1975,1823,1914,2169,2320,2208,2293,2387,2212,2253,2344,2761,3111,3193,3370,3776,4307,4129,4142,4265,4153,4223,4306,3862,3698,3482,3450
792,Turkey,3847,3791,3929,4384,3124,3985,4204,4330,4496,4108,4316,3120,3660,4718,6040,7384,8036,9712,10854,9039,10672,11336,11708,12520,12096,10949,10820,10512,9368
795,Turkmenistan,834,799,675,682,562,520,555,616,648,864,1092,1480,1887,2424,2587,2983,3371,3796,4382,4036,4439,5650,6675,7304,7962,6478,6388,6585,6965
796,Turks and Caicos Islands,8745,9296,9786,10527,11160,11748,12644,13395,14544,15452,15842,16629,15785,16383,18187,20534,24562,25456,27648,22020,21028,21835,21010,21329,23296,24833,25995,25934,27142
798,Tuvalu,1070,1124,1175,1042,1235,1265,1340,1437,1391,1475,1473,1400,1619,1887,2192,2168,2262,2643,2909,2583,2982,3598,3464,3418,3352,3157,3523,3862,4001
835,U.R. of Tanzania: Mainland,266,291,250,221,220,249,300,344,370,370,380,377,382,401,429,459,492,552,683,692,732,767,860,967,1028,947,965,1003,1044
800,Uganda,249,195,203,203,309,350,344,360,336,310,287,289,295,302,350,403,428,511,598,607,607,642,707,720,754,657,641,661,704
804,Ukraine,1816,1714,1580,1391,1098,990,912,1035,872,664,663,812,916,1093,1424,1903,2401,3208,4075,2644,2970,3577,3867,4048,2959,2026,2088,2522,2957
784,United Arab Emirates,28092,26960,26766,25931,26186,27578,29354,29897,27251,28843,33727,31690,31980,33937,36808,39880,42455,42356,45080,32443,33893,39195,40977,42413,43752,38663,38142,39812,43005
826,United Kingdom,19134,19947,20536,18427,19743,23159,24357,26737,28202,28655,28134,27744,30078,34470,40369,42109,44619,50460,47033,38372,39005,41537,41920,42872,46831,44467,40639,39957,42526
840,United States of America,23652,24193,25372,26427,27788,28811,30086,31568,32935,34574,36393,37180,38069,39536,41777,44193,46395,48075,48479,47171,48516,49882,51576,53049,55001,56797,57938,60044,62918
858,Uruguay,2971,3543,4509,5214,6029,6610,6977,7330,7714,7250,6875,6284,4091,3624,4121,5227,5888,7027,9091,9452,11992,14237,15172,16974,16832,15614,15387,17322,17278
860,Uzbekistan,866,870,772,755,716,710,721,789,749,840,667,441,461,468,550,646,769,975,1274,1431,1645,1960,2173,2305,2519,2646,2601,1851,1555
548,Vanuatu,1170,1355,1373,1373,1465,1621,1650,1631,1460,1462,1433,1347,1363,1581,1788,1887,2050,2399,2706,2650,2967,3265,3133,3124,3088,2802,2890,3082,3037
862,Venezuela,2396,2574,2844,2764,2662,3415,3049,3759,3922,4127,4842,4987,3701,3269,4326,5505,6833,8454,11420,11752,13847,10956,12986,12469,12099,11449,9671,8436,7212
704,Vietnam,95,110,139,182,221,277,324,348,348,363,390,405,430,481,596,687,784,906,1149,1217,1318,1525,1735,1887,2030,2085,2192,2366,2563
887,Yemen,344,340,346,350,349,398,471,488,441,514,624,627,664,714,799,947,1103,1204,1388,1264,1335,1305,1311,1382,1287,1006,911,868,936
894,Zambia,472,409,391,378,412,419,385,448,359,336,346,383,382,435,539,703,1048,1124,1394,1160,1489,1746,1718,1781,1733,1314,1311,1535,1572
836,Zanzibar,201,220,214,202,199,235,295,438,325,314,325,336,337,342,380,408,445,517,623,623,652,666,772,851,931,821,848,944,1024
716,Zimbabwe,1300,1185,957,914,946,970,1167,1189,826,780,734,726,687,646,617,595,580,568,513,772,948,1094,1305,1430,1435,1445,1465,1548,1684
